63;16
0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	27;	22;	22;	22;	22;	22;	22;	22;	22;	22;	22;	22;	22;	32;	0;	0;	0;	0;	0;	0;	0;	0;	22;	22;	22; 22; 22;22
0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;  0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	22;	22;	22; 22; 22;22
0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	22;	22;	22; 22; 22;22
21;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	22;	22;	22; 22; 22;22
26;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0; 35;	0;	0;	0;	0;	0;	27;	22;	22; 22; 22;22
26;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	35;	35;	0;	0;	0;	0;	0;	37;	36;	0;	0;	27;	22; 22; 22;22
2;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	27;	32;	0;	0;	0;	0;	0;	27;	32;	0;	0;	0;	27; 22; 22;22
3;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	35;	35;	35;	0;	0;	0;	0;	0;	27;	32;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0; 22; 22;22
3;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	35;	0;	0;	0;	35;	0;	37;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0; 22; 22;22
3;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	35;	0;	0;	0;	0;	19;	20;	14;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0; 22; 22;22
3;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	19;	20;	14;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0; 22; 22;22
3;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0;	0; 22; 22;22
3;	0;	0;	0;	0;	0;	0;	0;	0;	0;	35;	35;	35;	35;	0;	0;	0;	0;	0;	0;	0;	0;	0;	37;	0;	0;	0;	28; 23;	0;	0;	37;	0;	0;	0;	0;	0;	37;	0;	0;	0;	0;	37;	0;	0;	0;	0;	0;	0;	0;	0;	0;	37;	0;	0;	37;	0;	0;	0;	0; 22; 22;22
13;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	23;	0;	0;	28;	20;	20;	20;	20;	20; 20;	22;	22;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	20;	23;	0;	0;	0;	0;	28;	20;	20;	20;	20;	20;	20;	23; 0;	0; 22; 22;22
26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	3;	0;	0;	8;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	3;	0;	0;	0;	0;	8;	26;	26;	26;	26;	26;	26;	3;	0;	0; 22; 22;22
26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	3;	0;	0;	8;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	26;	3;	0;	0;	0;	0;	8;	26;	26;	26;	26;	26;	26;	3;	0;	0; 22; 22;22
